Name,Rating,Cuisine,Discounts,Image URL,Link,Area,Detailed Cuisine
HSF,,,,https://images.deliveryhero.io/image/fd-pk/LH/kc60-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kc60/hsf,"Madni Masjid Road, Madni Masjid Rd 1266 block3 siddiqabad near tayyab medical","Burgers, Middle Eastern, Wraps & Rolls, Shawarma, Western"
Al Adeeb Broast-Hussainabad,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/ro91-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ro91/al-adeeb-broast-hussainabad,"Plot No. R-1100, Block-3, FB Area, Opp Karachi HaleemÿHussainabad","Desserts, Ice Cream, Shakes"
Taste Bites,4.2(55)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/c1ge-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/c1ge/taste-bites-c1ge,Plot no-2778-block-2-14-A-metrovill-3-scheme-33,"Chinese, Burgers, Fast Food, Pakistani, Western"
Maya Chicken Shawarma,4.9(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/x9b5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x9b5/maya-chicken-shawarma,"Hussainbad, Federal B Area Hussainabad Block 3 Gulberg Town, Karachi, Karachi City, Sindh, Pakistan","Fast Food, Middle Eastern, Shawarma"
Yadgar Halwa Puri,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/fgp9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fgp9/yadgar-halwa-puri,Ideal Arcade phase 2 Gulzar-e-Hirjri shop 3 near Dilnasheen,"Desserts, Fast Food, Beverages, Pakistani, Karahi & Handi"
Dehli Famous Dahi Baday,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/bz2b-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bz2b/dehli-famous-dahi-baday,"Plot no 908 /3, Federal B Area Hussainabad Block 3 Gulberg Town, Karachi, Karachi City, Sindh","Pakistani, Savouries"
Shahi Dhaba,4.7(35)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/vekm-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vekm/shahi-dhaba-vekm,Bhatti milk shop and general store federal B area yaseenabad block 9 3rd floor house no R1210 karachi,"Sandwiches, Continental, Desserts, Fast Food, Beverages"
Memon Kitchen,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gb2n-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gb2n/memon-kitchen-gb2n,,
Leena's Chinese & Desi Food,4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/pjwy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pjwy/leenas-chinese-and-desi-food,"House no 893/3 Hussainabad block 3.
Near by Okhai masjid, FB area, Karachi.","Chinese, Beverages, Pakistani"
Zaika-e-Shahana,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/q7at-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/q7at/zaika-e-shahana,1F 5/4 nazimabad no 1 Ground floor left side flat,Pakistani
Ghousia Fast Food & Chinese,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Western,,https://images.deliveryhero.io/image/fd-pk/LH/r3w0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/r3w0/ghousia-fast-food-and-chinese,"912 Hussainabad, FB Area, Karachi",Western
Ghousia Fast Food,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/lxsc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lxsc/ghousia-fast-food-lxsc,"plot# 912, block-3, hussainabad food street,ÿkarachi","Sandwiches, Fast Food, Pakistani, Western, BBQ"
Mum's kitchen,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/yjpv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/yjpv/mums-kitchen-yjpv,L 170 block 15 Federal b area,"Beverages, Pasta, Pakistani, Karahi & Handi"
Pizza Live Kitchen,4.7(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/xtdp-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xtdp/pizza-live-kitchen,"Plot A 26, 4A, Block 4A Block 4 A Gulshan-e-Iqbal, Karachi, Karachi City, Sindh","Pizza, Fast Food, Western"
Ghousia Halwa Puri & Kachori,4.3(50)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ou1n-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ou1n/ghousia-halwa-puri-and-kachori,Address plot number r 909 shop number 3 beside CO2 soda shop block 3 main Hussainabad food street Karachi,"Beverages, Pakistani, Biryani, Savouries, Pulao"
SA Kitchen,,,,https://images.deliveryhero.io/image/fd-pk/LH/jkbj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jkbj/sa-kitchen-jkbj,House # 2-D 7/6 nazimabad no 2,"Beverages, Pakistani, Biryani, Paratha"
Broast Town - Hussainabad,4.7(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/s8gk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s8gk/broast-town-hussainabad,"Plot 915, Near Okhai Memon Masjid, Hussainabad, Block 3, FB Area, Karachi, Pakistan","Fast Food, Pakistani, BBQ"
Bukhari Food Corner,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/g5x7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/g5x7/bukhari-food-corner,"Plot 896 2 near ubl bank 2, Near good luck Bakery","Burgers, Fast Food, Beverages, Pakistani, Western"
Agha Saeed Juices,4.4(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/qk3p-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qk3p/agha-saeed-juices,Gulzar-e-Hijri Scheme 33 Karachi,"Beverages, Ice Cream, Healthy Food, Shakes"
Hot n' Express,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/lafe-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lafe/hot-n-express,1013/2 Azizabad Federal B Area Beside Quetta BISMALLAH Hotel,"Burgers, Fast Food, Western"
Sarah's Kitchen,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/apxt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/apxt/sarahs-kitchen-apxt,"House No, R 282 Asif Nagar Block 9 Dastgir F.B Area, near Farzana Dawakhana","Burgers, Fast Food, Beverages, Pasta, Western"
STORM Fast Food & Pizza,4.6(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/sbq4-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/sbq4/storm-fast-food-and-pizza,B59 Malik society near fariya Chowk Gulzar e hijri scheme 33,"Pizza, Western"
Kaka Al Baik,4.7(49)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/l62a-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/l62a/kaka-al-baik,"Abul Hasan Isphahani Road, next to marhaba chaikhana, Gulshan e Iqbal","Desserts, Beverages, Ice Cream, Healthy Food"
Hayat e sheereen,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/w5yw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w5yw/hayat-e-sheereen,"Abul Hasan Isphahani Rd, Journalists Society Block 4 A Gulshan-e-Iqbal, Karachi, Karachi City, Sindh","Desserts, Wraps & Rolls, Pakistani, Savouries, Samosa"
Zubair Bawarchi & Biryani Center,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/v3ai-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v3ai/zubair-bawarchi-and-biryani-center,Shop # 45 Fahad Square Fariya Chowk Karachi Scheme 33,"Pakistani, Biryani, Pulao"
Shake N Flex,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/o9t1-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o9t1/shake-n-flex-o9t1,"Shop number 05 2b1, Master plaza near Meezan bank Nazimabad Number 02 Karachi","Beverages, Healthy Food, Shakes"
Shan Sheermal House,4.8(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/mdfv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mdfv/shan-sheermal-house,"Shop #:03 Plot No. 265, Metroville III, near Paradise Bakery, Gulzar-e-Hijri Block 1/2 Metrovil Colony, Karachi, Karachi City, Sindh","Pakistani, Paratha"
Norani Kabab & Halwa Puri,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/m2t6-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/m2t6/norani-kabab-and-halwa-puri,"Shop#25 Fahad Square near Police Station Gulzar e Hijri Karachi, Sindh","Pakistani, Halwa Puri"
Spice Rush,1.7(14)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/dia5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dia5/spice-rush-dia5,"Johnson Pride, Plot FL-5. Scheme-33, Sector 16-B, Gulzar-e-Hijri, Karachi.","Pizza, Burgers, Fast Food, Middle Eastern, Shawarma"
Dawood Burger & Snacks,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/oboa-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/oboa/dawood-burger-and-snacks,"1245 Block 8, shop, 2, Federal B Area Azizabad Block 8 Gulberg Town, Karachi, Karachi City, Sindh","Burgers, Beverages, Pakistani, Western"
SK Foodie Dhaba,3.6(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/pv7s-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pv7s/sk-foodie-dhaba,plot num 1007/2 shop 2 azizabad,"Burgers, Pakistani, Western, Biryani"
Ayesha's Cuisine,4.6(85)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/xaz1-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xaz1/ayeshas-cuisine,"House No: 1-D 6/5, Ground Floor, Nazimabad block 1.Karachi Pakistan near Abbrar Fitness Gym","Fast Food, Beverages, Pasta, Middle Eastern, Wraps & Rolls"
Melt N Munch,,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/lazp-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lazp/melt-n-munch,Federal b area block 15 dastagir railway society house no A_78,Pizza
Farah Kitchen Tiffin,1.3(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/q62v-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/q62v/farah-kitchen-tiffin-q62v,"W3CH+P2P Dastagir school, lal, Block 9 Shahbaz Nagar Yaseenabad, Karachi, Karachi City, Sindh, Pakistan","Pasta, Pakistani, Savouries"
Food Dine,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/r3ck-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/r3ck/food-dine-r3ck,Sania corner  block A flat # B 603 scheme 33 karachi,"Desserts, Beverages, Pakistani, Biryani, Pulao"
MFC,3.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/hpq7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/hpq7/mfc-hpq7,"1-K-3, Nazimabad Mansion, Nazimabad No. 1, Near Meezan Bank chawla market, Karachi","Sandwiches, Burgers, Fast Food, Western, Broast"
MM Catering,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/uhyo-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/uhyo/mm-catering,"shope address: 564/4 Liaqatabad Furniture Market Front of Childeren Model School,","Pakistani, Biryani, Pulao"
Shahzad Sweets Bakers And Nimco,,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/or8j-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/or8j/shahzad-sweets-bakers-and-nimco,Sir Shah Muhammad Suleman Rd 298,"Cakes & Bakery, Desserts, Pakistani, Savouries"
Ajwa Chaat,,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/o919-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o919/ajwa-chaat,"Plot 1 Mulana Yusuf ludhianwi shaheed Road main Faria Chowk  Gulzar e hijri scheme 33 
Gulshan e Iqbal 
Karachi
Near A.R fast food.... larkana sajji","Desserts, Beverages"
AAA Foods,4(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/o3i6-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o3i6/aaa-foods-o3i6,Madina city second floor 202 shabaz Nagar near farzana dawa khana FB area block 9 karachi,"Chinese, Beverages, Pakistani, Savouries, Paratha"
Dehli Mehfooz Nehari Hotel,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/v1um-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v1um/dehli-mehfooz-nehari-hotel,"Liaquatabad on 4 4 523, Block 4 Liaquatabad Town, Karachi, Karachi City, Sindh,",Pakistani
Noorani Kabab & Fast Food,4.4(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u2pe-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u2pe/noorani-kabab-and-fast-food,"Shop#25 Fahad Square near Police Station Gulzar e Hijri Karachi, Sindh","Pakistani, Halwa Puri"
TASTY EATERY,3.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/qo4u-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qo4u/tasty-eatery,B -19 sector 1 ahsanabad near super highway karachi,"Sandwiches, Japanese, Pizza, Chinese, Thai"
Kababjees - Highway,4.6(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/m2re-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/m2re/kababjees-highway,"Sector 4 B Gulzar E Hijri Scheme 33, Karachi, Karachi City, Sindh","Continental, Pakistani, BBQ, Karahi & Handi, Shakes"
HNM Kitchen,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/on66-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/on66/hnm-kitchen,"House no. R-687, Azizabad Block 8, Karachi","Beverages, Pakistani, Karahi & Handi, Qeema"
Polka Delights,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/w0v7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w0v7/polka-delights,4/132 zaitoon manzil 3rd floor 3rd street block 4 Liaquatabad karachi,"Beverages, Pakistani, Biryani, Pulao, Paratha"
Classic Bar B.Q & Pakwan House,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/v4mh-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v4mh/classic-bar-b-q-and-pakwan-house,shop # 2 Sharifabad Block 1 Gulberg Town Karachi,"Burgers, Fast Food, Ice Cream, Pakistani, Western"
New Master Nashta House,4.9(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ariw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ariw/new-master-nashta-house,Master plaza plot no.2 B 1Commercial area nazimabad no 2 karachi.,"Pakistani, Halwa Puri"
Quetta Al-Noor Hotel ????? ????? ????,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/dqud-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dqud/quetta-al-noor-hotel-khwy-tth-lnwr-hwttl,"Gulzar-e-Hijri Gulshan-e-Iqbal, Karachi, Karachi City, Sindh","Beverages, Pakistani, Tea & Coffee, Paratha"
Hot n Roll - Liaquatabad,4.6(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/pz2k-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pz2k/hot-n-roll-liaquatabad,Shop#G-1 Al Azam Square Near Habib Bank F.B Area Karachi,"Wraps & Rolls, Pakistani"
Suaadnext,5(28)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/mr3r-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mr3r/suaadnext,R-112 block 9 f.b area dastagir Karachi near Farzana dawakhana and shah wali ullah masjid,"Cakes & Bakery, Desserts, Beverages, Pakistani"
AR Fast Food Bar B Q & Pizza,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/smas-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/smas/ar-fast-food-bar-b-q-and-pizza,"shop 17, Fahad Square, fariya chowk Gulzar e hijri","Fast Food, Western"
Hot N Crispy Roll BBQ,4.6(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/s7zb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s7zb/hot-n-crispy-roll-bbq,Shop#20 fahad square gulzare hijri scheem 33,"Burgers, Wraps & Rolls, Pakistani, Western, BBQ"
Pizza Scene,3.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/x7ba-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x7ba/pizza-scene,"Scheme 33 Malik co operating society b59 near M.C.C lawn, Karachi","Pizza, Burgers, Fast Food, Pasta, Western"
DastarKhuan Frozen Caters,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/rxjc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/rxjc/dastarkhuan-frozen-caters,"block 9, 1 R-1033","Beverages, Pakistani, Savouries, Samosa, Paratha"
Havabite,4.9(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/u8nr-listing.png?width=400&height=225,https://www.foodpanda.pk/restaurant/u8nr/havabite,"Plot no 1-k-6, shop no a-4, nazimabad centre near agha juice nazimabad no 1","Burgers, Fast Food, Western"
Worrier Pizza Hut,4.1(51)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/fydt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fydt/worrier-pizza-hut,"SHOP NO. 5, Hijri Rd, opp. Malik Road, Malik Co-Operative Housing Society SCHME 33 Gulshan-E, Karachi, Karachi City, Sindh, Pakistan","Pizza, Western"
Desi Bites Chicken Shawarma- Nazimabad,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/t1or-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t1or/desi-bites-chicken-shawarma-nazimabad,shop no A-7 PLOT NO 1-K-6 NAZIMABAD CENTRE NEAR AGHA,"Pizza, Fast Food"
Makhrani Hotel,4.7(58)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ln3v-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ln3v/makhrani-hotel,Makhrani Hotel Block 09 Dastagir FB Area Karachi,"Pakistani, Qeema"
RJ Foods,4.8(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/vzyu-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vzyu/rj-foods-vzyu,"W3MV+3MH Gulshan-e-Iqbal, Karachi","Desserts, Pakistani, Biryani, Pulao"
Wonderfuel,5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/a4hj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/a4hj/wonderfuel,"Wonderfuel, Shop # 10, Lakhani Tower, Ahsanabad, Gulshan-e-Maymar","Beverages, Healthy Food"
Donut Factory,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/zxuw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/zxuw/donut-factory,R 229 Abid Town Gulshan e Iqbal block 2 Karachi.,"Cakes & Bakery, Desserts"
Rabi's cooking and baking,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/uhul-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/uhul/rabis-cooking-and-baking,"C1/5 4th floor Marymar Plaza Block 1 Gulshan e Iqbal, Karachi.","Desserts, Burgers, Fast Food, Beverages, Pasta"
Kareem's Limca & Coffee,4.8(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/i6zz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/i6zz/kareems-limca-and-coffee,"Kareem's Limca & Coffee, Fariya Chowk Near Abdullah Restaurent Beside Nafees Bakers","Beverages, Pakistani, Tea & Coffee"
Xtreme Xpress,,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/awrl-listing.jpeg?width=400&height=225,https://www.foodpanda.pk/restaurant/awrl/xtreme-xpress,"Plot# FL, Shoaib Plaza, Shop# 4B/A, 4, Block-01 Gulshan-e-Iqbal, Karachi, 75950, Pakistan","Pizza, Burgers, Middle Eastern, Wraps & Rolls, Shawarma"
SNACKERS,4.7(24)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gonu-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gonu/snackers,Shop no 1 front Taiser Heights Sector sector Z 3 Gulshan-e-maymar Karachi,"Burgers, Wraps & Rolls, Pakistani, Western, Karahi & Handi"
Pancakez,,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/xp5w-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xp5w/pancakez,"Zainab Family Mart & Medicos, Near Zainab Mart A44","Desserts, Beverages"
Ghousia Nihari & Catering - Baldia Town,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/qb0o-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qb0o/ghousia-nihari-and-catering-baldia-town,C-3/714 saeedabad Baldia town karachi,"Pakistani, Karahi & Handi, Nihari"
